customer,total_sales,rank
Kankavli,1477.0,2806
Baithalangso,1477.0,2806
"ShahuNagar, Dharavi,Mumbai",1475.0,2807
THENHIPPALAM,1474.0,2808
"Kadapara, Tiruvalla",1473.0,2809
JALALABAD SHAHJAHANPUR DISTRICT,1473.0,2809
MUMBAI-400001,1473.0,2809
Kakkanadu.Ernakulam,1473.0,2809
Malkangiri,1473.0,2809
"Tittakudi,Cuddalore",1473.0,2809
"Powai, Mumbai",1473.0,2809
SARMATHURA,1473.0,2809
PERAVURANI,1471.0,2810
Kunnamangalam ( via) Calicut,1470.0,2811
RIICO INDUSTRIAL AREA KHUSHKHERA,1470.0,2811
Dombivali e,1470.0,2811
"PUTHALAM,Kanyakumari",1470.0,2811
Munnar,1470.0,2811
"Tripunithura, Kochi",1470.0,2811
Walajabad,1470.0,2811
MACHHIWARA,1470.0,2811
Kumarakom,1470.0,2811
Thrikkakara,1470.0,2811
Kathua,1469.48,2812
MUMBAIMumbai,1469.0,2813
GALIAKOT,1469.0,2813
CHATRA,1467.0,2814
"AZHIKODE ,kannur",1467.0,2814
Durg,1467.0,2814
SHIROLI MIDC,1467.0,2814
KEEKAN,1467.0,2814
"Magarpatta City, Pune",1467.0,2814
Ahmadabad,1465.0,2815
BERI,1465.0,2815
HASIMNAGAR,1464.48,2816
ISAGARH,1462.0,2817
Junnar,1461.0,2818
Kayyur,1460.0,2819
Marturu,1460.0,2819
UPPINANGADY,1460.0,2819
Anakapalle,1459.0,2820
MUMBAI-400064,1459.0,2820
RR Dist.,1457.0,2821
BARUNI,1457.0,2821
CHOPAN,1456.0,2822
VENKATAPURA,1454.29,2823
NEW DELHi,1454.0,2824
New Thakurli,1453.0,2825
Naya gaon,1452.5700000000002,2826
Goa,1452.5700000000002,2826
KALWAN,1452.5700000000002,2826
SHERGHATI,1452.0,2827
NAMBIYUR,1451.43,2828
Pappanamcode THIRUVANANTHAPURAM,1450.0,2829
VANDAVASI,1450.0,2829
SHRIRANGAPATTANA,1449.48,2830
RAJENDRANAGAR,1449.0,2831
kochi,1449.0,2831
Beawar,1447.0,2832
ISMAILABAD,1447.0,2832
MANIPAL,1447.0,2832
Pallichal,1447.0,2832
LUNGLEI,1447.0,2832
LIDO TOWN,1444.0,2833
"Kondapur, Hyderabad",1444.0,2833
Thiruverkadu,1443.0,2834
Bhachau,1443.0,2834
Obedullahganj,1442.0,2835
VADALI,1442.0,2835
PACHORE,1442.0,2835
NEW DELH,1442.0,2835
Anugul,1442.0,2835
JUNNAR PUNE,1442.0,2835
Baramati,1442.0,2835
"Khumani Chowk,Bemina Budgam",1442.0,2835
DONA PAULA,1442.0,2835
KIRAOLI,1442.0,2835
Kurnool - Dist,1442.0,2835
MEHANDIPUR,1442.0,2835
DAKSHIN JHAPARDAHA,1441.0,2836
Kalyan East,1440.0,2837
BALRAMPUR,1439.24,2838
"PALAYAMKOTTAI, TIRUNELVELI",1438.0,2839
GADAG,1438.0,2839
HUZUR,1437.0,2840
PONDYCHERRY,1437.0,2840
"Harsul, Aurangabad 431001",1437.0,2840
Dharampuri,1436.2,2841
ERNAKULAM DISTRICT,1436.0,2842
PATRAN,1435.4299999999998,2843
KAMAKSHYANAGAR,1435.0,2844
Bankura,1435.0,2844
MUMBAI 400 020,1435.0,2844
Dahisar East MUMBAI,1435.0,2844
PANRUTI,1434.0,2845
SOMVARPET,1434.0,2845
EZHUDESAM,1433.0,2846
ITAHAR,1433.0,2846
GANGAPUR,1432.0,2847
Adoor,1432.0,2847
"T.Dasarahalli, Bangalore",1432.0,2847
CHANDIGARH - 160023,1432.0,2847
PAMPORA,1432.0,2847
SHAHABAD HARDOI DISTRICT,1432.0,2847
sankra,1432.0,2847
Jalandhar Cantt,1432.0,2847
BABAI,1432.0,2847
SARBHOG,1432.0,2847
Morena,1431.0,2848
KAMALPUR,1431.0,2848
Kamshet,1430.0,2849
CHINTALAPUDI,1430.0,2849
KOTAGIRI,1428.0,2850
Punalur,1427.0,2851
SHAKTINAGAR,1427.0,2851
Triprayar,1426.0,2852
Kharghar,1426.0,2852
Kirti Nagar,1426.0,2852
KARERA,1425.0,2853
Tiptur,1425.0,2853
Shahapur,1424.0,2854
SAUNDATTI YELLAMMA,1424.0,2854
"Mumbai, Bandra East",1423.0,2855
Vallabh Vidyanagar,1421.0,2856
ARCOT,1420.0,2857
Tada,1419.0,2858
THURAYUR,1419.0,2858
Dombivli (west),1418.0,2859
TAPAN,1418.0,2859
SHRIVARDHAN,1418.0,2859
"BUCHIREDDIPALEM, Nellore",1418.0,2859
MOVVA,1417.0,2860
HOMNABAD,1416.0,2861
Trombay,1416.0,2861
"Thirunagar, Madurai",1415.48,2862
TADONG,1414.0,2863
DHARAPURAM,1412.0,2864
AGIRIPALLE,1412.0,2864
AMTALA,1411.93,2865
"RAJARHAT, KOLKATA",1411.29,2866
PUNDRI,1411.0,2867
SABANG,1410.0,2868
KARAMCHEDU,1409.0,2869
DAUDNAGAR,1409.0,2869
PITHAPURAM,1408.0,2870
MUMBAI -13,1407.0,2871
Wanjrwada,1407.0,2871
Sargasan Village,1407.0,2871
BHAVANISAGAR,1406.0,2872
Khedar,1406.0,2872
LAKHIMPUR Kheri,1405.0,2873
PARAVAI,1404.0,2874
Calapor,1403.0,2875
HASSAN (Amazon Arun),1403.0,2875
"Khammam ,nelakondapalli",1403.0,2875
Amb,1401.9,2876
"Sodepur, Kolkata",1401.0,2877
IDUKKI TOWNSHIP,1401.0,2877
PETTAI,1401.0,2877
Doddaballapur,1400.0,2878
GUMIA,1400.0,2878
Lakhimpur,1400.0,2878
Mayang imphal,1399.0,2879
MERTA CITY,1399.0,2879
Miran sahib  jammu,1399.0,2879
ANDAR,1399.0,2879
alwar,1399.0,2879
"Behind ganesh temple, civil line, chandrapur",1399.0,2879
"VAYASANAGAR, JAJPUR ROAD",1399.0,2879
Selaqui Dehradun,1399.0,2879
MAHILPUR,1399.0,2879
KALUAHI,1399.0,2879
"nani daman,daman",1399.0,2879
BARI,1399.0,2879
mangalwedha,1399.0,2879
BARAKAR,1399.0,2879
Kalpakkkam,1399.0,2879
Dhamtari,1399.0,2879
SAHATWAR,1399.0,2879
THANE- 401107,1399.0,2879
Pathiyoor ALAPPUZHA DISTRICT,1399.0,2879
Chettuva,1399.0,2879
JAUNPURJaunpur,1398.0,2880
Uttar Bagdogra,1398.0,2880
VADAKKEKAD,1398.0,2880
Mysore District,1398.0,2880
GAMPALAGUDEM,1398.0,2880
SHIRALA,1397.0,2881
Bolpur,1396.0,2882
AKBARPUR NEAR KANPUR,1396.0,2882
"Sector 3, Salt lake , kolkata",1396.0,2882
"K R Puram, Bangalore",1396.0,2882
Dombivli (East),1392.0,2883
Yamunanagar,1392.0,2883
KELAMANGALAM,1392.0,2883
LAHARPUR,1392.0,2883
at and post nabipur .. dist bharuch,1391.1200000000001,2884
CHEBROLU,1391.0,2885
Raidighi,1390.48,2886
TATTILLI,1390.0,2887
patancheru,1389.0,2888
PARANDA,1388.0,2889
BASUDEBPUR,1388.0,2889
DIST-ROHTAS,1388.0,2889
mohali,1387.0,2890
Chamarajanagar,1386.0,2891
Arambagh,1386.0,2891
"Wagholi, Pune",1386.0,2891
Nabha,1386.0,2891
BADI,1386.0,2891
thane west,1385.0,2892
BALASORE,1385.0,2892
trivandrum,1383.0,2893
Banka,1383.0,2893
HOOVINA HADAGALLI,1383.0,2893
"Nizampet Village, Ranga Reddy District, Hyderabad",1382.0,2894
Ramagundam,1382.0,2894
"Pimpri, Pune",1381.0,2895
DRAKSHARAMAM,1380.0,2896
Ambarnath East,1380.0,2896
Dombivali (West) -421202,1380.0,2896
Uppal,1380.0,2896
Dapoli Camp,1378.0,2897
"Rajarhaat , Kolkata",1378.0,2897
BASODA,1376.0,2898
KODAVASAL,1374.0,2899
ATTILLI,1374.0,2899
MADHUBAN,1373.0,2900
KANNAPURAM,1373.0,2900
Ramanattukara,1372.0,2901
NOIDA Extension,1372.0,2901
NAGOJANAHALLI,1371.0,2902
"Tehsil - Sikandrabad, District - Bulandshahr",1371.0,2902
IRAGAVARAM,1371.0,2902
Sonbhadra,1371.0,2902
PRATTIPADU,1370.57,2903
CHINSURAH,1370.0,2904
PRATAPGARH,1370.0,2904
HALOL,1370.0,2904
SAMRALA,1369.0,2905
JAGGAIAHPET,1369.0,2905
RANCHi,1368.0,2906
Chengelpattu,1367.0,2907
South 24 Parganas,1367.0,2907
Ranipet,1367.0,2907
Gokak,1366.0,2908
KOVVUR,1365.0,2909
SHRIGONDA,1363.0,2910
KAUSANI,1362.0,2911
JOURIAN,1361.0,2912
"Bhubaneswar,",1359.82,2913
Mumbai Maharashtra,1359.82,2913
SHAHPUR BURHANPUR DISTRICT,1359.0,2914
MALAPPURAM DISTRICT,1358.0,2915
SURATGARH,1357.0,2916
MANDAWA,1356.0,2917
FATEHPUR BARA BANKI DISTRICT,1356.0,2917
RAMGARH,1356.0,2917
Cherukunnu,1355.1399999999999,2918
"Wagholi, PUNE",1355.0,2919
NEW DELHI-110033,1355.0,2919
pamidi,1355.0,2919
DERA BASSI,1355.0,2919
Kalamjote,1354.0,2920
KAPRAIN,1354.0,2920
BIRAMITRAPUR,1354.0,2920
CHENNAI thiruvallur district,1353.0,2921
BHINGA,1352.0,2922
WEST GODAVARI,1351.0,2923
RAMTEK,1350.4299999999998,2924
LADNUN,1350.0,2925
champawat,1349.0,2926
Adityapur/ Jamshedpur,1349.0,2926
Orai,1349.0,2926
DEOLA,1349.0,2926
LANJA,1349.0,2926
Shivmogga,1349.0,2926
oodlabari,1349.0,2926
BARARA,1349.0,2926
KOREGAON,1349.0,2926
SARAIRANJAN,1349.0,2926
"Panchgaon, manesar, Gurgaon",1349.0,2926
siruguppa,1349.0,2926
Eloor,1348.0,2927
SOJAT,1345.0,2928
BHALKI,1345.0,2928
MANDAMARRI,1344.0,2929
MARANCHERI,1343.24,2930
GAJAPATHINAGARAM,1343.0,2931
PULIANKUDI,1341.0,2932
Manantheri,1341.0,2932
NIWARI,1340.0,2933
IDUKKI,1340.0,2933
Bhiwadi,1339.0,2934
CHITTOOR district,1339.0,2934
LALA,1338.0,2935
Post-BOKARO THERMAL Dist- Bokaro,1338.0,2935
PANCHPARA,1338.0,2935
COIMB,1338.0,2935
THIRUPARANKUNDRAM,1338.0,2935
Mokama,1338.0,2935
Derabassi,1338.0,2935
KUTHIATHODE,1338.0,2935
BODH GAYA,1338.0,2935
"Post office-harrawala, DEHRADUN",1338.0,2935
ghodegaon,1338.0,2935
Sangrampur,1338.0,2935
PUNE 411004,1338.0,2935
Kamand,1336.0,2936
"Daudhar, Moga",1335.0,2937
PENUGONDA,1334.0,2938
IGLAS,1333.28,2939
CHENNAI kancheepuram,1333.0,2940
Kollumangudi,1333.0,2940
Champawat,1332.0,2941
"Bodakdev, Ahmedabad",1332.0,2941
Uran,1332.0,2941
Nallasopra East mumbi,1331.0,2942
Dhaliyur,1331.0,2942
Kharsang,1331.0,2942
PARASI,1331.0,2942
SIVAGIRI virdhunagar DISTRICT,1330.0,2943
PANISAGAR,1329.0,2944
UDALGURI,1329.0,2944
RAMPACHODAVARAM.EAST GODAVARI DIST,1327.0,2945
VOLETIVARIPALEM,1327.0,2945
Tadong,1327.0,2945
RENUKA,1326.67,2946
HARUR,1326.0,2947
Barpeta,1325.0,2948
Balodabazar,1324.0,2949
Burhar,1324.0,2949
Bardoli,1324.0,2949
GUDIPALA,1323.0,2950
Kaniha,1323.0,2950
nirmal,1322.0,2951
ADAPUR,1320.0,2952
PANCHGANI,1319.0,2953
PIMPLE GURAV,1319.0,2953
HSIIDC INDUSTRIAL ESTATE PANIPAT,1319.0,2953
BAROTIWALA INDUSTRIAL AREA,1318.0,2954
Dombivilli East,1318.0,2954
KOILWAR,1316.0,2955
"Kahalgaon, Bhagalpur",1315.0,2956
Badsar,1315.0,2956
Tapovan Laxman jhula Rishikesh,1315.0,2956
"Kavalam, Alappuzha",1314.28,2957
Gudalur,1313.0,2958
Shirwal,1312.0,2959
rameswaram,1311.0,2960
ANANDNAGAR,1310.48,2961
AMBALA CITY,1310.0,2962
Pandharpur,1309.0,2963
CHENGAM,1309.0,2963
CHIRMIRI,1309.0,2963
KHAIRAGARH,1309.0,2963
UKAI,1308.0,2964
TIKAMGARH,1308.0,2964
Bhadarva,1306.0,2965
ADINAD,1306.0,2965
Ganavaram,1306.0,2965
GUNTUR district,1305.0,2966
sikar,1305.0,2966
HOSPET,1305.0,2966
Shahabad hardoi,1304.76,2967
NARSIMHAPUR,1304.0,2968
VARAMBALLI,1304.0,2968
AMBATTUR,1303.0,2969
SEOHARA,1303.0,2969
ARALVAIMOZHI,1303.0,2969
chigur,1301.0,2970
Lunglei,1301.0,2970
chennai 126,1301.0,2970
Chittranjan park new delhi,1301.0,2970
Kolar,1299.0,2971
jalandhar,1299.0,2971
Longding-district . Arunachal pradesh,1299.0,2971
Pune51,1299.0,2971
sankeshwar,1299.0,2971
Silvasa,1299.0,2971
Sonai Town,1299.0,2971
"Jammu, Vijaypur",1299.0,2971
Jind,1299.0,2971
NJARACKAL P.O,1299.0,2971
Balussery,1299.0,2971
BHABHAR,1298.2,2972
RECKONG PEO,1298.0,2973
CHIKNAYAKANHALLI,1295.0,2974
NAMCHI BAZAAR,1295.0,2974
KULASEKARAM,1294.0,2975
Mansarovar (Ksmothe),1293.0,2976
PAUNI,1293.0,2976
Gadag Betigeri,1293.0,2976
VIJAINAGAR AJMER DISTRICT,1289.0,2977
DAHEJ SIR,1289.0,2977
JHINJHAK,1288.0,2978
"Edachira,kakkanad",1287.5,2979
Sikar rode JAIPUR,1287.5,2979
Ratnagiri,1287.0,2980
Sarisha,1287.0,2980
DARJEELINGd,1287.0,2980
"Madanapalle, Chittoor District",1287.0,2980
ANKLAV,1286.0,2981
South east delhi,1286.0,2981
DATAGANJ,1285.72,2982
RIICO INDUSTRIAL AREA KANT KALWAR,1285.0,2983
Sirhind,1285.0,2983
ANANTHAPUR,1284.0,2984
Kedgaon,1284.0,2984
GIDA GORAKHPUR,1284.0,2984
BHABUA,1284.0,2984
MAGAM,1284.0,2984
LIMKHEDA,1283.92,2985
KAILASAHAR,1283.1399999999999,2986
"HANUR, kollegal tq, Chamarajanagar district",1282.0,2987
NAWAGARH JANJGIR,1281.0,2988
Rangaareddy,1281.0,2988
NEW DELHI.53,1281.0,2988
Yerraguntla,1281.0,2988
Rohini Sector 8,1281.0,2988
Afzalgarh,1281.0,2988
KUNNUMMAL,1280.0,2989
Nabadwip,1280.0,2989
Bengaluru.,1279.0,2990
"Hyderabad,",1278.0,2991
Marcela,1278.0,2991
ANTHIYUR,1278.0,2991
Yacharam,1276.0,2992
MAUDA,1275.0,2993
RAJAPALAYAM,1275.0,2993
Karunagapally,1275.0,2993
TELENI PARA,1271.0,2994
"CALANGUTE, BARDEZ",1271.0,2994
SARAI LAHUR,1270.0,2995
PURULIA,1270.0,2995
Shamshabad,1270.0,2995
ILKAL,1270.0,2995
BARWAHA,1270.0,2995
KHILCHIPUR,1270.0,2995
RAMANATTUKARA,1269.0,2996
KALYAN w dist thane,1268.0,2997
Hauz Khas,1268.0,2997
THONGKHONG LAXMI BAZAR,1268.0,2997
Kalamboli,1268.0,2997
KAPILESWARAPURAM,1264.0,2998
NJRACKEL,1262.0,2999
Hari Nagar,1262.0,2999
"Ulwe,NAVI MUMBAI",1262.0,2999
METTUPALAYAM,1262.0,2999
"Piprali, sikar",1260.0,3000
Chhibramau,1259.0,3001
PULWAMA,1259.0,3001
Curchorem,1259.0,3001
SANTIPUR,1258.0,3002
NARHARPUR,1258.0,3002
rayabhupalapatnam,1258.0,3002
"Pimple Saudagar, Pune",1258.0,3002
"ALIGANG, LUCKNOW",1257.0,3003
BANUR,1257.0,3003
KAGAZNAGAR,1256.0,3004
Kaithal,1255.0,3005
"Poyenge, Panvel, New Mumbai",1254.0,3006
BADGAM,1253.0,3007
ARANI,1253.0,3007
"Holealur, District: Gadag",1253.0,3007
Ballabgarh,1253.0,3007
"kattanam  , allepy",1252.0,3008
HOWLI,1252.0,3008
MUNIRABAD PROJECT AREA,1252.0,3008
Greater FARIDABAD,1252.0,3008
EDAVANAKAD,1252.0,3008
Mehsana,1251.0,3009
DERA GOPIPUR,1250.0,3010
Panoor,1250.0,3010
LADNU,1249.0,3011
"Behala, KOLKATA",1248.29,3012
Sagar,1248.0,3013
DABRA,1248.0,3013
"CHHIBRAMAU,Kannauj",1247.0,3014
KISHANGARH AJMER DISTRICT,1247.0,3014
"Nigdi, Pune",1247.0,3014
"Mahim (West), MUMBAI",1247.0,3014
Bokaro Steel City,1246.0,3015
NAHARKATIYA,1246.0,3015
SUMERPUR,1245.0,3016
ORDNANCE FACTORY ITARSI TOWNSHIP,1245.0,3016
Teh. Dharamshala,1245.0,3016
NAGOTHANE,1245.0,3016
KODURU,1245.0,3016
NATCHIARKOIL,1242.9,3017
madhyamgram,1242.0,3018
Virudhunagar,1241.29,3019
DANARA,1240.0,3020
DEEG,1239.0,3021
Thirvallur district,1238.0,3022
KURUNDVAD,1238.0,3022
kanhangad,1238.0,3022
Chennai.600073.,1238.0,3022
MANDi,1238.0,3022
Thirupporur,1238.0,3022
"BERHAMPUR, Ganjam",1238.0,3022
VIJAYPURA,1238.0,3022
NAYA BARADWAR,1238.0,3022
Guruvayur,1238.0,3022
Valpoi,1238.0,3022
Nalagarh,1238.0,3022
Vyara,1237.0,3023
Harnaut,1235.0,3024
YERRABALEM,1234.0,3025
UDGIR,1233.48,3026
Edappal,1233.0,3027
KARUVANTHURUTHY,1232.0,3028
KALAMNURI,1232.0,3028
Vellimadukunnu,1231.95,3029
"Pimpri chinchwad, pune",1231.0,3030
Wadakkanchery,1230.0,3031
DOMBIVALI EAST,1230.0,3031
Parsa,1230.0,3031
Sahibzada Ajit Singh Nagar,1229.0,3032
asansol,1229.0,3032
Urgadur. SHIVAMOGGA,1228.0,3033
TIRUKKOYILUR,1228.0,3033
BEGAMGANJ,1225.0,3034
JAMSHEDPURJamshedpur,1224.0,3035
Nacharam,1224.0,3035
Cochi,1224.0,3035
SEWARHI,1224.0,3035
RAYAGADA,1224.0,3035
"Hajipur, vaishali",1224.0,3035
Warangal urban,1224.0,3035
BUDHLADA,1223.48,3036
SHOLAVANDAN,1223.0,3037
KALYAN east,1223.0,3037
"Nannilam, Tiruvarur",1222.0,3038
vikarabad,1222.0,3038
Subdega,1221.8600000000001,3039
"Khadki,pune",1221.0,3040
BONGAON,1221.0,3040
VEERAKKALPUDUR,1220.0,3041
VARANASIvaranasi,1220.0,3041
Thoubal,1219.0,3042
MANER,1219.0,3042
SIDHAULI,1218.0,3043
MALERKOTLA,1217.0,3044
Naigaon East,1216.0,3045
MUDDANUR,1215.0,3046
DEBAI,1215.0,3046
Miyapur,1215.0,3046
GUBBI,1214.81,3047
CHANGANASSERY,1214.1,3048
Mumbra,1214.0,3049
NAKKAPALLE,1213.0,3050
Halhali,1213.0,3050
BENGALUR,1212.0,3051
GARABANDHA,1211.0,3052
Bicholim,1209.0,3053
SEETHANAGARAM,1206.0,3054
"KALPETTA, WAYANAD",1206.0,3054
BAKHTIARPUR,1206.0,3054
KODUR,1204.0,3055
MANDVI SURAT DISTRICT,1204.0,3055
chovva,1204.0,3055
varanasi,1204.0,3055
PALLIKONDA,1204.0,3055
ANUPURAM,1203.0,3056
Dhaligaon,1202.0,3057
SIRALI,1201.9,3058
Gandhidham,1201.0,3059
Beet bazar,1201.0,3059
DUDHI,1200.0,3060
Nayarambalam,1200.0,3060
Hyderabad telangana,1199.0,3061
Halol,1199.0,3061
NAZIRPUR,1199.0,3061
Arki,1199.0,3061
"West Godavari district, ELURU",1199.0,3061
School line,1199.0,3061
"Puduchatram, namakkal",1199.0,3061
Cinna KOTTAKUPPAM,1199.0,3061
"Rawet, Pune",1199.0,3061
LAURIYA,1199.0,3061
"Liluah, Howrah",1199.0,3061
LATERI,1199.0,3061
Pithoragarh,1198.81,3062
"EVERSHINE CITY, VASAI (EAST)",1198.0,3063
NARWANA,1198.0,3063
ZAMIN UTHUKULI,1198.0,3063
Madhoor,1198.0,3063
Sheoraphuli,1198.0,3063
Sirsa,1198.0,3063
"Sahar Road, Andheri-East, Mumbai",1197.0,3064
"IGATPURI ,Nasik district",1196.0,3065
MANANTHAVADY,1195.0,3066
KARKALA taluk,1194.8600000000001,3067
BANMANKHI BAZAR,1194.64,3068
Satagalli 1st stage,1194.0,3069
Andheri,1194.0,3069
Dombivali  east,1194.0,3069
AZHIYUR,1194.0,3069
Solan,1194.0,3069
tufanganj,1194.0,3069
BACHRA,1194.0,3069
Aroor,1193.0,3070
Honda,1193.0,3070
Boinchi,1192.0,3071
ANANTAPALLI,1191.95,3072
TIRUCHANUR,1190.0,3073
Nileshwar,1189.0,3074
PODILI,1187.0,3075
LASKARPARA,1187.0,3075
"Mundhawa, PUNE",1187.0,3075
Puthur,1187.0,3075
rewari,1186.0,3076
MUNDLAMURU,1186.0,3076
Koduvayur,1186.0,3076
SIKANDRABAD,1186.0,3076
Pura acchai phulpur  Allahabad,1186.0,3076
KABRAI,1186.0,3076
MAHAM,1186.0,3076
THOTTADA (PO),1186.0,3076
Navanagar Bagalkot,1186.0,3076
RANIKOR,1186.0,3076
HYDERABADyderabad,1186.0,3076
HYD,1186.0,3076
Muthi,1186.0,3076
"Safidon, Ditt. Jind",1186.0,3076
MANSA,1186.0,3076
Ranipool,1186.0,3076
New Mumbai,1186.0,3076
Greater noida (W),1186.0,3076
Panskura,1186.0,3076
NEW DELHI -110067,1186.0,3076
Merrut,1186.0,3076
Seawood east navi Mumbai,1186.0,3076
MOUNT ABU,1186.0,3076
Ernakulam District,1186.0,3076
shamli,1186.0,3076
"Salbari, Siliguri",1186.0,3076
"DEBIPUR, PANAGARH",1186.0,3076
Mahroni,1186.0,3076
Penamaluru,1186.0,3076
jolly grant,1186.0,3076
Ashiana nagar Patna,1186.0,3076
"Puzhakkal P O, Thrissur",1186.0,3076
TIRUCHENDUR,1183.0,3077
THIKKANAMCODE,1183.0,3077
Chittapur,1182.14,3078
Nadia,1181.0,3079
MAYYIL,1178.09,3080
TALLADA,1177.1,3081
BIAORA,1177.0,3082
KEWALPUR,1177.0,3082
HEROOR,1176.0,3083
SG Highway Ahmedabad,1176.0,3083
Khanapur,1176.0,3083
CHELORA,1174.48,3084
ALAMURU,1174.0,3085
Thalayolaparambu,1173.0,3086
Niyotni,1173.0,3086
Jamugurihat,1173.0,3086
bantval,1173.0,3086
DAGSHAI,1173.0,3086
THIRUNAGESWARAM,1171.0,3087
ONDA,1170.8600000000001,3088
Rupnarayanpur,1170.0,3089
"Pallikkunnu, kannur",1170.0,3089
KALWAKURTHY,1170.0,3089
Majorda,1170.0,3089
RANINAGAR II,1168.0,3090
"Dombivli,kalyan",1168.0,3090
CHENNAI 64,1168.0,3090
"Hanamkonda ,WARANGAL",1168.0,3090
"Thrikkakara, Kakkanad",1168.0,3090
"Perumbakkam, Chennai",1168.0,3090
"CHHAYA, PORBANDAR",1168.0,3090
SINGAMPUNERI,1167.52,3091
NIWAI INDUSTRIAL AREA,1167.0,3092
"Dombivli East, Dist: Thane",1167.0,3092
bhiwandi,1167.0,3092
Raichur,1167.0,3092
SITARGANJ,1167.0,3092
Ghansoli gaon,1166.0,3093
"Belgaum,",1165.5700000000002,3094
UTTAR KAMAKHYAGURI,1165.5700000000002,3094
KATNI,1165.0,3095
AJAYGARH,1164.0,3096
BARHAJ,1163.0,3097
Islampur,1163.0,3097
Bandikui,1163.0,3097
"Laxmi Nagar, Delhi",1163.0,3097
GOLA BAZAR,1163.0,3097
BORAI,1163.0,3097
BAREILLY CANTT,1163.0,3097
"Krishnaraja nagara, Mysore",1163.0,3097
BODELI,1163.0,3097
Gurgoan,1163.0,3097
"Veraval, Dist- Gir Somnath",1163.0,3097
RAJMAHAL,1163.0,3097
Ambernath,1163.0,3097
"New Delhi, Delhi Cantt",1163.0,3097
AMANGAL,1163.0,3097
MULANTHURUTHY,1163.0,3097
GHUGHULI,1163.0,3097
Mudipu,1163.0,3097
ARNIA,1163.0,3097
"(Via Cuncolim)Quepem,South Goa",1163.0,3097
"K.R.Puram  , MANUBOLU",1163.0,3097
Khopoli-pali road.MH06,1163.0,3097
Andul,1163.0,3097
ACHHNERA,1163.0,3097
Bassi pathana,1163.0,3097
Rangapara,1163.0,3097
Salon,1163.0,3097
SULTANPUR Lodhi,1163.0,3097
KAMAVARAPUKOTA,1159.0,3098
BILANDAPUR,1158.0,3099
VANIYANBADI,1158.0,3099
Brahmavar,1158.0,3099
Fatehabad,1158.0,3099
YERRAGUNTLA,1158.0,3099
HALWARA,1158.0,3099
Chamba,1157.0,3100
NEYYOOR,1157.0,3100
KHERDI,1156.0,3101
LONAND,1154.0,3102
MORINDA,1153.8600000000001,3103
Barmer,1153.0,3104
FARRUKH NAGAR,1152.0,3105
Goregaon mumbai,1152.0,3105
LATHI,1152.0,3105
MULLANPUR GARIB DASS,1151.0,3106
KODAGU,1149.48,3107
SANGRUR  After 4:00 pm,1149.0,3108
Nattakam,1149.0,3108
RATTI INDUSTRIAL AREA,1149.0,3108
Dalkhola,1149.0,3108
JALANDHA,1149.0,3108
Village challah p.o Gutkar,1149.0,3108
"Tekkali, srikakulam",1149.0,3108
KOPARGAON,1149.0,3108
CHAKMANO,1149.0,3108
PUKHRAYAN,1149.0,3108
Muradnagar,1149.0,3108
UTHUKKOTTAI,1149.0,3108
Ambala City,1148.0,3109
SINDGI,1148.0,3109
MUKTAINAGAR,1148.0,3109
Greater noida west sec 2,1148.0,3109
MAYUR VIHAR PHASE-1,1148.0,3109
"KURNOOL, India",1148.0,3109
Eroor,1148.0,3109
KOOTHAPPAR,1147.0,3110
WAI,1147.0,3110
Thiruvanathapuram,1147.0,3110
Vatakara,1147.0,3110
Pen,1147.0,3110
INDIRAPURATM,1146.0,3111
"GUWAHATI, KAMRUP (M)",1146.0,3111
Kalyani,1146.0,3111
UTTARA KANNADA,1145.0,3112
DHAR,1142.0,3113
SAVARKUNDLA,1142.0,3113
Lunawada,1142.0,3113
NALLASOPARA (EAST),1140.4299999999998,3114
Bihar sharif,1140.0,3115
LAHARIGHAT,1140.0,3115
"Velachery,CHENNAI-42.",1139.0,3116
Khurda,1139.0,3116
Udumalpet,1139.0,3116
PAVAGADA,1138.67,3117
SELSELLA,1138.0,3118
Upper tadong,1138.0,3118
BANGALORE-17,1137.0,3119
MOVVA. Mandal,1137.0,3119
Kalasapakkam,1137.0,3119
VADALUR,1137.0,3119
renigunta,1137.0,3119
Dombivli(west),1137.0,3119
MUMBAI dadar  west,1136.0,3120
MUMBAI 400070,1136.0,3120
PHULERA,1135.0,3121
kadapa,1134.0,3122
Alangad,1134.0,3122
JHARIA,1134.0,3122
Madayi,1134.0,3122
TURUVEKERE,1133.0,3123
NANDYALA DISTRICT,1133.0,3123
Ananthpur,1133.0,3123
BIKRAM,1133.0,3123
Maduvankarai/CHENNAI,1133.0,3123
kharghar,1133.0,3123
PAHARPUR,1133.0,3123
CHAKIA PIPRA,1133.0,3123
Slepur,1133.0,3123
ICHODA,1133.0,3123
Nawkothi,1133.0,3123
Mayur vihar-3,1133.0,3123
Bihta,1133.0,3123
Ukhra,1133.0,3123
NASHIK. GST NO. 27ALXPD3261A1Z9,1132.0,3124
jehanabad,1132.0,3124
BINOLA INDUSTRIAL AREA,1131.0,3125
Kottayam dist,1130.4299999999998,3126
MASAURHI,1130.0,3127
BAGLI,1129.0,3128
"Prem nagar, Port Blair",1129.0,3128
BHURAGAON,1129.0,3128
Mandvi,1128.0,3129
"Vashi, new Mumbai.",1128.0,3129
Dakshina Kannada,1127.0,3130
KEELAKARAI,1127.0,3130
